O3_BA,O3_Comp,O3_ERA,O3_Flora,O3_Pance,O3_Nav,O3_Univalle,Date,date
26.689052786208336,39.949384004375005,19.489956679749998,18.643100364875,49.7402201014,,50.35525359375001,2018-03-23,2018-03-23
22.641144995125,30.83014746933333,18.898138173416665,22.753132751708332,40.93029865608333,,48.968894220833334,2018-03-24,2018-03-24
30.303723273624986,36.23253490933333,23.546038760458327,20.140630064041662,46.455300426,,48.87897704,2018-03-25,2018-03-25
25.90467646965217,34.28133218558333,18.084796442749994,18.136294461749998,36.68816976475,,33.35198986181818,2018-03-26,2018-03-26
21.039801828208336,31.674160555391303,17.60169597766667,26.148732300750005,31.112977860749993,,35.24099368329167,2018-03-27,2018-03-27
13.623269640250001,24.009520932624998,12.670964999833332,,32.554922397875,,35.21483595925,2018-03-28,2018-03-28
11.419481391624998,15.64477125004167,9.079182520916666,,19.588048144499997,,26.191238601625,2018-03-29,2018-03-29
14.262499020833337,24.477090249500005,11.502041708250003,,28.694205818791673,,38.531553621624994,2018-03-30,2018-03-30
15.71180041641667,25.099153623583334,12.737994168,,28.436715722458334,,,2018-03-31,2018-03-31
15.955394221583335,26.042466546624997,12.758429889708331,6.648149044874999,28.328815109999997,,,2018-04-01,2018-04-01
10.317587267166664,18.883424453208335,8.176741041833331,8.328432486285715,22.462945499624997,,25.211571604684213,2018-04-02,2018-04-02
16.91205848288889,30.22255739458824,11.799585818583338,16.16956058745833,27.21220726733333,,28.77022670383333,2018-04-03,2018-04-03
6.997191174249999,16.941287757,3.854994576958333,7.763939460124999,25.775984733458333,,23.729142828916665,2018-04-04,2018-04-04
14.374486776374996,21.22535818175,20.526456492499992,16.87336684883333,19.955073709583335,,20.080140327875004,2018-04-05,2018-04-05
15.415073735166665,27.393676476874997,18.571166621708333,20.998930384291665,25.339477712499995,,25.804594743000006,2018-04-06,2018-04-06
22.07384935525,36.373132674999994,18.698685528,25.472718619333335,28.731807544708328,,34.57478914616667,2018-04-07,2018-04-07
20.474141046041666,31.034504687750005,18.483701733666667,21.983932179000004,32.966089122458335,,34.839636106791666,2018-04-08,2018-04-08
17.817674901608694,38.804983574874996,15.099546188583338,21.08540014178261,33.13039232783334,,39.280727187625,2018-04-09,2018-04-09
15.689516595173913,27.159891819166663,12.945621102208333,18.125667887166667,31.605887473666666,,31.773460392916665,2018-04-10,2018-04-10
16.92649972691667,26.58687417808333,12.668512713041672,20.050712888208334,31.385003974608694,,36.52158486643478,2018-04-11,2018-04-11
20.400572446833333,34.24863502741666,16.821051400833333,24.48689939529167,29.859041965708332,,38.834411020416674,2018-04-12,2018-04-12
19.841451096541665,27.534274243875,14.06141151708333,19.436006373458337,31.842124418583335,,41.227025339166666,2018-04-13,2018-04-13
19.98123143279167,27.71002145208333,17.228948409958335,26.964526317458336,32.72167788754167,,42.56924355208334,2018-04-14,2018-04-14
24.32668333608333,33.82275458179168,20.062156892125003,24.102707824208327,36.66168506837501,,46.343312668749995,2018-04-15,2018-04-15
20.803564882874998,30.955214087749994,14.143154404499997,18.903860175916666,28.986845355708336,,37.350777607500014,2018-04-16,2018-04-16
14.966305282125,30.28141227482353,10.245653525708335,15.890817341,30.04296346341667,,37.09982694625,2018-04-17,2018-04-17
19.534097839,,18.330025105083333,23.97845863574999,35.99057596083333,,51.11709730291667,2018-04-18,2018-04-18
21.542520586250006,43.74879341874999,17.54447595679167,25.383618871541668,34.786503228583335,,44.739517217916664,2018-04-19,2018-04-19
11.863345270708331,17.53875395329167,6.728257074624999,4.5906805652,24.57681657220834,,31.429322836666667,2018-04-20,2018-04-20
18.369261691,28.420367144875,14.578026566708333,67.78120236,36.622448478083335,,41.24419134874999,2018-04-21,2018-04-21
18.481249447750006,24.063471238499996,14.775026925208332,,28.399931423499993,,18.662882144,2018-04-22,2018-04-22
16.78426710216667,24.956103570250004,11.776697809916664,,24.156658130874998,,32.56101596,2018-04-23,2018-04-23
17.662185714375003,26.721749941708335,13.748336257583333,26.5827870325,34.71620434766667,,42.22112547347826,2018-04-24,2018-04-24
12.9787802823913,19.06301002426087,12.236910268708336,,37.74657667184999,,39.794889947916666,2018-04-25,2018-04-25
14.978566715541668,18.75672297845833,9.554926126875001,,16.299998880190472,,26.778969962916666,2018-04-26,2018-04-26
15.896539341874998,22.21199483441667,12.698757581208332,,29.15196598654167,,37.7611269075,2018-04-27,2018-04-27
12.403665758083335,17.778260614416666,9.299070888291668,,29.366949783291663,,30.007814023625002,2018-04-28,2018-04-28
11.529016860791664,14.569852277625003,5.525001769625,,14.045880368291668,,18.83437872125,2018-04-29,2018-04-29
19.948534279875002,32.39879348245833,19.07470281066667,,40.02540489408334,,46.25666521125001,2018-04-30,2018-04-30
21.379852240458334,28.47023030720833,16.226780608374998,,29.809996233375003,,34.14155184541667,2018-05-01,2018-05-01
20.103028336375,30.73614314833333,20.121011771166668,45.0744295065,33.370716415666664,,45.86102963375001,2018-05-02,2018-05-02
15.498451480374998,23.942725315571426,11.02221095783333,17.310691297374998,24.068375812208327,,31.64594149,2018-05-03,2018-05-03
16.286595077521735,25.077900473291667,11.21185445725,17.017234330958335,28.92248171834783,,35.97422738458334,2018-05-04,2018-05-04
14.690014322249995,24.536762558000003,11.744818084041668,19.079607384541664,16.435224972083333,,36.6714942145,2018-05-05,2018-05-05
12.849981923416665,21.146885010166667,8.19145476225,11.598498314750001,15.25812739095833,,37.193667778,2018-05-06,2018-05-06
11.38351452033333,16.756581141565217,6.7437882233333335,4.02665464125,11.85541976426087,,28.404270084615383,2018-05-07,2018-05-07
13.767776848695656,19.547176701291665,6.859578800913043,,14.2404284415,,28.861920899130432,2018-05-08,2018-05-08
15.950489648375,25.583071517624997,11.302589061958331,18.22212449291667,24.98389615175,,36.239074341666665,2018-05-09,2018-05-09
16.181822019958332,24.047940089375004,12.952977961833334,15.711450090785714,15.033854632999997,,38.183737632083336,2018-05-10,2018-05-10
15.733870996166667,22.865120507249994,11.560079157375,40.68273448142856,12.465790352666664,,31.917327875625002,2018-05-11,2018-05-11
14.809358938374999,22.437605204958334,11.21512417254167,,15.444501174791668,,36.29547693083334,2018-05-12,2018-05-12
7.49418793075,12.726550164291668,4.335642756374999,,7.572661103416666,,21.338980797083334,2018-05-13,2018-05-13
,20.300846123875,0.9569367368888889,,13.389484982124998,,32.343208319999995,2018-05-14,2018-05-14
15.75348928888235,21.271951627999997,11.354375584941176,17.296795007333333,14.601360445318182,,36.85950285875,2018-05-15,2018-05-15
14.497101108041669,21.82535097858333,9.908872829458334,,18.358985442238094,,33.940464338750004,2018-05-16,2018-05-16
16.25130347475,27.016841765958336,13.623269640250001,,22.988552268875,,36.44179670125,2018-05-17,2018-05-17
13.684275647105267,21.070046696333332,9.021145070791666,,11.854353552375002,,29.806726517500007,2018-05-18,2018-05-18
17.715318590541667,28.57322634537499,12.945621101958336,,16.84148712304167,,36.69765194041668,2018-05-19,2018-05-19
15.982369374374997,26.094781993708327,12.585134968166665,,17.035217765624996,,37.07285179333333,2018-05-20,2018-05-20
10.463684101,15.757947992454545,4.216298140708333,12.06132654493333,10.859542612,,25.457187470416667,2018-05-21,2018-05-21
16.896581828200002,24.638123738666668,15.097911331375,16.72459479429167,10.703958648388888,,13.218805831000003,2018-05-22,2018-05-22
9.312967178958333,19.001951640625,8.130965024750001,11.779150096375,11.722821815590912,,,2018-05-23,2018-05-23
12.94316881554167,27.584954833958335,13.954328335375003,25.220950526249997,16.087000270500003,,28.420367145166665,2018-05-24,2018-05-24
13.300385234083329,26.00241253133333,15.03333445008333,24.002164072291674,17.95564268041667,,28.986027926916666,2018-05-25,2018-05-25
10.293064400916666,22.313356016333334,10.480255613125001,14.216723002750001,12.951343104166666,,29.828797099000003,2018-05-26,2018-05-26
12.800118762458334,21.554782019958335,12.34644573675,15.294911690166671,12.016204470958334,,27.916013527,2018-05-27,2018-05-27
10.075628319458332,21.827082002705886,7.382200174833334,6.6898379176,6.700464493166667,,13.359240113458334,2018-05-28,2018-05-28
14.373669347791663,24.561285423374997,14.668761171875,26.62353271907692,6.8713071281666664,,26.752812239375,2018-05-29,2018-05-29
10.612679091291666,19.081242241458337,8.466928292958334,15.905531060541662,5.654272307857143,,17.51633304785714,2018-05-30,2018-05-30
17.212599832083335,30.858757480416667,19.24881516179167,23.50761960333333,16.822686257125003,,,2018-05-31,2018-05-31
11.433377682541666,21.071681553833333,10.91374170047826,20.062156892708334,18.300188951125,,18.498088481400004,2018-06-01,2018-06-01
13.754058260291671,27.227738416374994,15.556488930583333,19.441728375416666,,,36.15242688175,2018-06-02,2018-06-02
15.235239382291665,25.001879587749997,14.56494770425,17.89106579854166,,,25.352556575541666,2018-06-03,2018-06-03
11.668797198333335,23.068437362090908,12.641537559708334,12.784587613208332,,,28.051706722041658,2018-06-04,2018-06-04
9.632581869434784,22.22155519873913,8.129330167375,16.179369733624995,32.82140421363636,,29.67103332491666,2018-06-05,2018-06-05
12.490610465045457,20.48395019158333,12.976683399791668,19.072250525041664,12.5772876503,,26.72457378731818,2018-06-06,2018-06-06
13.21619005975,24.204069004916665,21.51472800575,19.663251601916667,14.961400709125,,30.993633244750004,2018-06-07,2018-06-07
11.632830327916666,25.628847535374998,14.937695271333332,18.454274293958335,20.3423863725,,31.652480919083334,2018-06-08,2018-06-08
12.819737055124998,24.762372926166663,16.08945255725,17.904962089125004,14.934638798739133,,31.152214447375002,2018-06-09,2018-06-09
16.481149612,26.581969604458333,18.773071555583332,21.038166970041665,9.136402541791666,,30.61336533299999,2018-06-10,2018-06-10
12.694670437500001,26.399682965833332,16.931404298999997,16.064112262416668,11.667979769375002,,,2018-06-11,2018-06-11
12.607205547208336,28.065603012708333,16.583179598166666,15.518069773874998,18.57280148120833,,46.91496793444445,2018-06-12,2018-06-12
16.289722632166665,31.952477316375,18.472257729916663,25.059383931739138,13.161422325708335,,30.045415750375,2018-06-13,2018-06-13
12.109391362291667,26.462624988375,15.047230741041668,17.705509445083333,17.025408620208335,,31.688447787125003,2018-06-14,2018-06-14
14.010730926499996,30.70835056779167,19.07633766858333,17.844472353333334,15.976967235565219,,31.87563900395834,2018-06-15,2018-06-15
18.625116928999997,33.66907795583334,20.980129519875,30.996902959166658,18.287346713736845,,32.568001259166664,2018-06-16,2018-06-16
17.69324801116667,30.436964181166672,22.238969988375,22.740871317749995,12.978481742899998,,33.34455869125,2018-06-17,2018-06-17
15.594908087083335,31.86991699908334,21.293204778625,25.838926756124994,18.224502468181814,,35.901476213624996,2018-06-18,2018-06-18
19.189142854125002,31.231505048416665,23.591814777083332,16.40802688368182,21.604858423260872,,35.0611593275,2018-06-19,2018-06-19
18.106867022291667,32.491980374583335,20.9024737765,27.956067543,18.02594156391667,,33.04946686787499,2018-06-20,2018-06-20
17.423496482458333,33.12303546625,20.094036618833332,6.572128159499999,24.75240029205,,31.14649244570833,2018-06-21,2018-06-21
23.463478443583337,43.34743583958333,25.479258050791668,48.58610395700002,18.796030645782608,,35.84262133421739,2018-06-22,2018-06-22
18.20168877270833,30.812981464166665,18.948818764499997,25.4114114545,15.513982628833334,,31.421965977500005,2018-06-23,2018-06-23
19.582326142833335,33.58733506875,21.567860881125,23.603258781791663,18.682336950291667,,36.50882586691667,2018-06-24,2018-06-24
13.323496176954547,32.22631599,19.19895199929167,21.463229985208333,22.1866545395,,38.56359328,2018-06-25,2018-06-25
16.085365413208333,39.40007180166667,20.761058581708333,24.494256256291663,18.31694624341667,,35.050532753541674,2018-06-26,2018-06-26
15.264666821708337,27.62077308136364,16.42296353904166,18.993182858136365,20.571415081041668,,31.41542654954166,2018-06-27,2018-06-27
12.211569971500003,22.873294796125,17.59352168829167,13.391119838916667,15.097093903458331,,37.571483407500004,2018-06-28,2018-06-28
13.421364708125003,28.935347336625,14.031984077875002,16.330594075416666,17.179902677333335,,32.49443265958333,2018-06-29,2018-06-29
11.64509176154167,21.204922460875,8.046769851041665,13.861141443208332,10.553824211666665,,26.789596538625002,2018-06-30,2018-06-30
17.641749992499996,36.33307865858333,15.787003874083332,21.287482776791663,15.911253062416668,,35.80747189083334,2018-07-01,2018-07-01
16.977180316166663,30.650313118750002,13.878307449666664,16.224328321708334,15.285102544125001,,33.171263769166664,2018-07-02,2018-07-02
16.862740273791673,35.92191193708333,15.791091017916669,11.00586238,19.758073352041663,,39.38617551083335,2018-07-03,2018-07-03
23.515793891583332,40.536297937499995,22.683651296583335,31.192268462749997,19.547994129875004,,38.82541930083333,2018-07-04,2018-07-04
17.9262152405,30.9478572275,19.04445794225,25.808681888458327,19.109034822958332,,43.45778874124999,2018-07-05,2018-07-05
15.853215612416664,30.0037268775,14.678570318499998,19.983683720333335,16.74911766033333,,37.095739799583335,2018-07-06,2018-07-06
25.687702414083333,40.310687567916666,24.29970818341667,32.77235848054167,15.670928972791662,,41.06844413291666,2018-07-07,2018-07-07
26.912210869583333,41.08969728583333,28.117101032333334,32.097979656,9.647295589333332,,41.25563534916666,2018-07-08,2018-07-08
14.168494700125002,27.854564202782605,15.266301680166661,18.50740717145833,9.219780287791664,,37.34128832569565,2018-07-09,2018-07-09
16.44853738414286,33.63556337091667,20.936805789750004,22.451501495416668,10.849769005478262,,44.44115567712499,2018-07-10,2018-07-10
24.601339438125,38.40035628741667,23.967832060916663,22.025737827666667,31.301453605428573,,37.11699295166667,2018-07-11,2018-07-11
25.823395607625002,41.09705414749999,25.3362079975,27.80729548875,39.82104767408334,,50.65443255624999,2018-07-12,2018-07-12
16.665739914541668,30.582466520875,21.15260701433333,21.424810828374998,30.750856870125002,,33.81703258658334,2018-07-13,2018-07-13
22.448231780083336,37.72761232120834,21.595653462791663,30.090374335333333,33.272624950708334,,41.074166143333336,2018-07-14,2018-07-14
21.421541111333337,35.19440023625,18.916121608375,26.124209434333338,30.38219644666667,,35.12982335458334,2018-07-15,2018-07-15
19.402491789791664,33.624119367249996,22.768663899541664,30.012718594791668,34.166892139541666,,35.61128896325,2018-07-16,2018-07-16
16.768735953083333,33.41240528791666,19.239823443625006,32.20914998625,35.272873408625,,42.31665803166667,2018-07-17,2018-07-17
18.858901588041665,37.80036348958333,24.494256255916664,24.238401017166666,36.00692454033332,,43.00329828333334,2018-07-18,2018-07-18
12.870417645374998,29.048152521250003,16.493262422041667,17.441479917499997,35.03745389154167,,32.70369445318183,2018-07-19,2018-07-19
15.700356412708336,30.709985424999996,20.385858727583333,19.61502329725,32.77317590866666,,39.06819567499999,2018-07-20,2018-07-20
15.03660416608333,30.338872715416667,16.100079132916665,21.864587563291668,32.952192831666665,,38.396269141750004,2018-07-21,2018-07-21
13.45242700425,26.909758582499993,14.70391061325,16.11152313691667,24.231044157791672,,31.17101531375,2018-07-22,2018-07-22
17.131674373791668,33.05355401083334,18.383975411250002,21.101108993541665,25.052560177416666,,34.815930668499995,2018-07-23,2018-07-23
7.577565676416666,17.438879008181818,8.736679821708334,9.609693860416666,14.95813099370833,,18.90222531858333,2018-07-24,2018-07-24
18.893233601,36.67803364625001,21.241706759083332,25.04929046191666,26.288512636733333,,40.75373401841666,2018-07-25,2018-07-25
16.942528439608694,41.44453573227273,18.914486751208333,22.405725478958335,50.51861361438463,,49.45553687444444,2018-07-26,2018-07-26
18.638195791,34.78813808625001,17.6442022785,24.259654170208332,39.40170665254167,,70.09616093333334,2018-07-27,2018-07-27
16.478548701791667,31.533953732083333,16.136863431708335,24.611966013,30.72796886025,,,2018-07-28,2018-07-28
18.001418696874996,30.781101737499995,14.2804824555,18.95862791075,28.072959872833334,,,2018-07-29,2018-07-29
10.578347078416668,25.962358516249992,9.299070888458333,11.193127904909092,28.745257968045454,,19.570337186666663,2018-07-30,2018-07-30
12.584317539208334,20.788851161291664,9.154385977083335,20.01147630295834,25.904321066666668,,27.343813316249992,2018-07-31,2018-07-31
15.231152237833335,27.112480944499993,11.410489673625,17.677716862833332,34.71783920245833,,36.310190653041666,2018-08-01,2018-08-01
21.56622602270833,33.71812368724999,20.037634026416665,27.089592936625,35.14535450370834,,37.35976932554166,2018-08-02,2018-08-02
17.424313910833334,29.46749353475,13.291393516833331,18.13629446216667,12.210752543166665,,27.051173779958333,2018-08-03,2018-08-03
18.529477750375005,28.025548997083334,14.813446082541669,24.264558741916662,,,33.78678771208334,2018-08-04,2018-08-04
20.760241151708332,28.897745608333334,19.38859549875,20.248530676083337,,,32.009697339999995,2018-08-05,2018-08-05
20.690759697958335,32.87862422933333,18.58506291425,23.282826663583332,,,41.074983571125,2018-08-06,2018-08-06
25.737565575625002,35.21156624320833,20.535448211791667,28.324727966208332,,,37.93687411383333,2018-08-07,2018-08-07
21.706006361458332,31.373737672083326,17.545293384916672,31.935311309833335,,,34.939362427999995,2018-08-08,2018-08-08
20.018015733541663,33.30940924875001,18.082344155708338,28.19475677520833,,,41.864619861583336,2018-08-09,2018-08-09
18.45672658070833,34.66143660958334,19.92646369920833,30.902898640374996,,,44.50654998533333,2018-08-10,2018-08-10
28.38685256120834,43.114468612083336,28.668865523750004,35.93090365433334,,,58.558969786625006,2018-08-11,2018-08-11
22.71144387808334,39.426229526250005,24.260471596958336,26.28115577775,,,18.385143167142854,2018-08-12,2018-08-12
21.244976475291665,38.538501769583334,21.60873232479167,24.16120730143478,,,53.18057629235294,2018-08-13,2018-08-13
13.546857809826088,31.011616680833338,9.615415863166666,15.714252704166666,,,29.321991192500008,2018-08-14,2018-08-14
17.237940127416667,30.086784759130435,14.565765133375002,19.630554446541666,42.89679898292856,,43.03400517713043,2018-08-15,2018-08-15
29.306460044000005,45.61907068570832,30.642956254374997,39.79815966266667,42.601123277,,59.143431433208356,2018-08-16,2018-08-16
17.846924639666664,40.72348915041666,22.279841432124996,34.54372685458333,38.45103687708333,,53.993629515500004,2018-08-17,2018-08-17
15.878555907249998,34.56661486041667,18.855631872124995,22.583107544458333,30.786823740750005,,44.10600983579167,2018-08-18,2018-08-18
16.336316077958333,35.91945965,20.17904922233333,20.411199022624995,16.5235072905,,42.49240524141667,2018-08-19,2018-08-19
28.430993720291667,45.607626683333336,28.377860843375,33.09279059858333,17.501152225916663,,48.332934552625005,2018-08-20,2018-08-20
