"","cste","Haar0.007","Haar0.015","Haar0.023","Haar0.031","Haar0.039","Haar0.046","Haar0.054","Haar0.062","Haar0.07","Haar0.078","Haar0.085","Haar0.093","Haar0.101","Haar0.109","Haar0.117","Haar0.125","Haar0.132","Haar0.14","Haar0.148","Haar0.156","Haar0.164","Haar0.171","Haar0.179","Haar0.187","Haar0.195","Haar0.203","Haar0.21","Haar0.218","Haar0.226","Haar0.234","Haar0.242","Haar0.25","Haar0.257","Haar0.265","Haar0.273","Haar0.281","Haar0.289","Haar0.296","Haar0.304","Haar0.312","Haar0.32","Haar0.328","Haar0.335","Haar0.343","Haar0.351","Haar0.359","Haar0.367","Haar0.375","Haar0.382","Haar0.39","Haar0.398","Haar0.406","Haar0.414","Haar0.421","Haar0.429","Haar0.437","Haar0.445","Haar0.453","Haar0.46","Haar0.468","Haar0.476","Haar0.484","Haar0.492","Haar0.5","Haar0.507","Haar0.515","Haar0.523","Haar0.531","Haar0.539","Haar0.546","Haar0.554","Haar0.562","Haar0.57","Haar0.578","Haar0.585","Haar0.593","Haar0.601","Haar0.609","Haar0.617","Haar0.625","Haar0.632","Haar0.64","Haar0.648","Haar0.656","Haar0.664","Haar0.671","Haar0.679","Haar0.687","Haar0.695","Haar0.703","Haar0.71","Haar0.718","Haar0.726","Haar0.734","Haar0.742","Haar0.75","Haar0.757","Haar0.765","Haar0.773","Haar0.781","Haar0.789","Haar0.796","Haar0.804","Haar0.812","Haar0.82","Haar0.828","Haar0.835","Haar0.843","Haar0.851","Haar0.859","Haar0.867","Haar0.875","Haar0.882","Haar0.89","Haar0.898","Haar0.906","Haar0.914","Haar0.921","Haar0.929","Haar0.937","Haar0.945","Haar0.953","Haar0.96","Haar0.968","Haar0.976","Haar0.984","Haar0.992","Haar1","sin(2pi*1posx)","cos(2pi1posx)","sin(2pi*2posx)","cos(2pi2posx)","sin(2pi*3posx)","cos(2pi3posx)","sin(2pi*4posx)","cos(2pi4posx)","sin(2pi*5posx)","cos(2pi5posx)","sin(2pi*6posx)","cos(2pi6posx)","sin(2pi*7posx)","cos(2pi7posx)","sin(2pi*8posx)","cos(2pi8posx)","sin(2pi*9posx)","cos(2pi9posx)","sin(2pi*10posx)","cos(2pi10posx)","bspl3.1","bspl3.2","bspl3.3","bspl3.4","bspl3.5","bspl3.6","bspl3.7","bspl3.8","bspl3.9","bspl3.10","bspl3.11","bspl3.12","bspl3.13","bspl3.14","x","xx"
"231",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969769511933555,0.244022731982402,0.473291611390533,-0.88090581255169,-0.738781687861812,-0.673944817978484,-0.833850663011753,0.551990101174705,0.331824654154881,0.943341083010272,0.995796180303733,-0.0915967646398949,0.154169154675834,-0.988044468506625,-0.920554623680904,-0.390613856410279,-0.603441663095127,0.797407147723788,0.626047657239949,0.779784797789987,0,0.00117456544553561,0.556424316979768,0.442401117574696,0,0,0,0,0,0,0,0,0,0,0.210766423357664,0.0444224852149822
"232",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971152510039926,0.238459225535838,0.463160550842613,-0.886274395513696,-0.750262697534563,-0.661139837468717,-0.820974674447654,0.570964608286335,0.358724727427913,0.933443394069383,0.992057115813684,-0.125788230623677,0.114405615620585,-0.993434122181474,-0.937494966818013,-0.347998832168863,-0.561514263082924,0.827467058168747,0.669698454213851,0.742633139863539,0,0.000723087508600736,0.544767623694251,0.454509288797148,0,0,0,0,0,0,0,0,0,0,0.211678832116788,0.0448079279663275
"233",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972503590939612,0.232887882058212,0.452968603175864,-0.89152646878088,-0.761521793674625,-0.648139304284644,-0.807666998515973,0.589638889073813,0.385330080289228,0.922778808395759,0.987144411099731,-0.159830884482835,0.0744578620840072,-0.997224160745155,-0.952463743493077,-0.3046519609836,-0.518092390002684,0.855324660828452,0.711148864656672,0.703041458448594,0,0.000380587004719111,0.532838486826102,0.466780926169179,0,0,0,0,0,0,0,0,0,0,0.212591240875912,0.0451950356971602
"234",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973822710228951,0.22730888465333,0.442717108224452,-0.896661341915318,-0.772555646054055,-0.634947063738389,-0.793934632698813,0.608003124170757,0.411618854361218,0.911356087780379,0.981063878073072,-0.193684452499997,0.034390217435704,-0.99940848152531,-0.965429474136482,-0.260664401997197,-0.473291611390534,0.880905812551689,0.750262697534562,0.661139837468718,0,0.00014706393389073,0.520636906375319,0.479216029690791,0,0,0,0,0,0,0,0,0,0,0.213503649635036,0.0455838084074804
"235",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975109824554707,0.221722416676548,0.432407413650628,-0.901678339886223,-0.783360991067761,-0.621567017845489,-0.779784797789987,0.626047657239949,0.437569451360504,0.899184616881354,0.973822710228951,-0.22730888465333,-0.00573280190756712,-0.999983567356128,-0.976364891615498,-0.216128661728743,-0.427231164746681,0.904142428972999,0.786911438961158,0.617065950472136,0,2.25182961155936e-05,0.508162882341903,0.491814599361982,0,0,0,0,0,0,0,0,0,0,0.214416058394161,0.0459742460972881
"236",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976364891615498,0.216128661728742,0.422040874767572,-0.906576803158686,-0.793934632698812,-0.608003124170758,-0.765224934098161,0.643763000050846,0.463160550842612,0.886274395513697,0.965429474136482,-0.260664401997196,-0.0458465903654099,-0.99894849224165,-0.985246998577486,-0.171138399531069,-0.380033640184214,0.924972665719553,0.820974674447653,0.570964608286337,0,0,0.495444215091428,0.504545359771481,1.0425137090553e-05,0,0,0,0,0,0,0,0,0,0.215328467153285,0.0463663487665832
"237",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977587870163184,0.210527803650279,0.411618854361218,-0.911356087780379,-0.804273443463761,-0.594259394657707,-0.750262697534563,0.661139837468717,0.488371127718391,0.872636030433689,0.955894099304088,-0.293711543722111,-0.085886557220889,-0.996304922846787,-0.992057115813684,-0.125788230623677,-0.331824654154882,0.943341083010272,0.852340484541202,0.522987283222134,0,0,0.482798940806071,0.517050520214341,0.000150538979587583,0,0,0,0,0,0,0,0,0,0.216240875912409,0.0467601164153658
"238",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978778720004222,0.204920026514971,0.401142722511109,-0.916015565466207,-0.814374365337694,-0.580339894441893,-0.734905955587335,0.678169032352751,0.513180469527761,0.858280726624609,0.945227866432522,-0.326411213838345,-0.125788230623678,-0.992057115813684,-0.996780921541873,-0.0801735271154667,-0.282732515120278,0.959198793209083,0.88090581255169,0.473291611390533,0,0,0.470317132670295,0.529228748358041,0.000454118971664479,0,0,0,0,0,0,0,0,0,0.217153284671533,0.0471555490436358
"239",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979937402000991,0.199305514624027,0.390613856410279,-0.920554623680903,-0.824234410658737,-0.566248740648528,-0.719162783184622,0.694841630360579,0.53756819345662,0.843220278090954,0.933443394069383,-0.358724727427913,-0.165487361401826,-0.986211910907722,-0.99940848152531,-0.034390217435704,-0.232887882058212,0.972503590939612,0.906576803158686,0.422040874767572,0,0,0.457998790684097,0.541080044202581,0.000921165113321243,0,0,0,0,0,0,0,0,0,0.218065693430657,0.0475526466513933
"240",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981063878073073,0.193684452499997,0.380033640184213,-0.924972665719553,-0.833850663011753,-0.551990101174704,-0.703041458448594,0.711148864656672,0.561514263082923,0.827467058168748,0.920554623680903,-0.39061385641028,-0.204920026514971,-0.978778720004222,-0.999934269964577,0.0114654154049485,-0.182423416713174,0.983220065415008,0.929269110786037,0.369403464708884,0,0,0.44584391484748,0.552604407747962,0.00155167740455787,0,0,0,0,0,0,0,0,0,0.218978102189781,0.0479514092386382
"241",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982158111198507,0.188057024880703,0.369403464708884,-0.929269110786037,-0.843220278090954,-0.53756819345662,-0.686550458342612,0.727082160522144,0.584999004838165,0.811034009359877,0.906576803158686,-0.422040874767572,-0.244022731982401,-0.969769511933555,-0.99835718111843,0.0572969362990991,-0.131473430516432,0.99131969468393,0.948908176730869,0.315552328676714,0,0,0.433852505160443,0.563801838994183,0.00234565584537437,0,0,0,0,0,0,0,0,0,0.219890510948905,0.0483518368053706
"242",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983220065415007,0.182423416713175,0.358724727427914,-0.933443394069383,-0.852340484541203,-0.522987283222133,-0.669698454213852,0.742633139863538,0.608003124170757,0.793934632698813,0.89152646878088,-0.452968603175864,-0.282732515120278,-0.959198793209083,-0.994680531629181,0.103007960847155,-0.0801735271154667,0.996780921541873,0.965429474136482,0.260664401997197,0,0,0.422024561622985,0.574672337941244,0.00330310043577074,0,0,0,0,0,0,0,0,0,0.220802919708029,0.0487539293515904
"243",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984249705821143,0.176783813147565,0.347998832168862,-0.937494966818013,-0.861208584777721,-0.508251683229042,-0.65249430723371,0.757793625618216,0.630507721398013,0.776182976660456,0.875421425649156,-0.483360452989691,-0.320987045923342,-0.947083584668959,-0.988912053547758,0.148502358055202,-0.0286602414641827,0.999589210905767,0.978778720004222,0.204920026514972,0,0,0.410360084235108,0.585215904589146,0.00442401117574697,0,0,0,0,0,0,0,0,0,0.221715328467153,0.0491576868772977
"244",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985246998577486,0.171138399531068,0.337227188958679,-0.941423296411889,-0.869821955783987,-0.493365751989454,-0.634947063738389,0.772555646054055,0.652494307233709,0.757793625618216,0.858280726624609,-0.513180469527761,-0.358724727427914,-0.933443394069382,-0.981063878073073,0.193684452499997,0.022929323565576,0.999737088499184,0.988912053547758,0.148502358055203,0,0,0.39885907299681,0.595432538937887,0.00570838806530307,0,0,0,0,0,0,0,0,0,0.222627737226277,0.0495631093824924
"245",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986211910907722,0.165487361401827,0.326411213838344,-0.945227866432523,-0.878178049887572,-0.478333892480619,-0.617065950472136,0.786911438961157,0.673944817978484,0.738781687861812,0.840124649787524,-0.542393374608679,-0.395884794894542,-0.918300184673458,-0.971152510039926,0.238459225535838,0.0744578620840046,0.997224160745155,0.995796180303732,0.0915967646398967,0,0,0.387521527908092,0.605322240987469,0.00715623110443904,0,0,0,0,0,0,0,0,0,0.223540145985401,0.0499701968671746
"246",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987144411099731,0.159830884482835,0.315552328676714,-0.948908176730869,-0.886274395513696,-0.463160550842613,-0.598860369735601,0.800853455733406,0.694841630360579,0.719162783184622,0.820974674447654,-0.570964608286335,-0.432407413650628,-0.901678339886223,-0.959198793209084,0.282732515120277,0.125788230623678,0.992057115813684,0.99940848152531,0.0343902174357042,0,0,0.376347448968954,0.614885010737891,0.00876754029315487,0,0,0,0,0,0,0,0,0,0.224452554744526,0.0503789493313442
"247",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988044468506625,0.154169154675834,0.3046519609836,-0.952463743493077,-0.894108597916271,-0.447850215063251,-0.580339894441894,0.814374365337694,0.715167576014732,0.698953030050813,0.800853455733407,-0.5988603697356,-0.468233775435452,-0.883604623992803,-0.945227866432523,0.326411213838343,0.176783813147564,0.984249705821143,0.999737088499184,-0.0229293235655759,0,0,0.365336836179396,0.624120848189154,0.0105423156314506,0,0,0,0,0,0,0,0,0,0.22536496350365,0.0507893667750013
"248",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988912053547758,0.148502358055204,0.293711543722112,-0.955894099304088,-0.901678339886223,-0.432407413650628,-0.561514263082924,0.827467058168748,0.734905955587334,0.678169032352751,0.779784797789987,-0.62604765723995,-0.503306193092508,-0.864108139062888,-0.929269110786038,0.369403464708883,0.22730888465333,0.973822710228951,0.996780921541873,-0.0801735271154657,0,0,0.354489689539417,0.633029753341257,0.0124805571193261,0,0,0,0,0,0,0,0,0,0.226277372262774,0.0512014491981459
"249",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989747137709699,0.142830680861846,0.282732515120278,-0.959198793209083,-0.908981382436876,-0.416836714293674,-0.54239337460868,0.840124649787523,0.754040552456252,0.656827865769617,0.757793625618218,-0.652494307233708,-0.537568193456619,-0.843220278090955,-0.91135608778038,0.411618854361217,0.2772289724061,0.960803880538926,0.990549693547166,-0.137154309497061,0,0,0.343806009049019,0.6416117261942,0.0145822647567816,0,0,0,0,0,0,0,0,0,0.227189781021898,0.0516151966007779
"250",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990549693547166,0.137154309497062,0.271716318481976,-0.962377390772768,-0.916015565466207,-0.401142722511109,-0.522987283222133,0.852340484541203,0.772555646054055,0.634947063738389,0.734905955587335,-0.678169032352751,-0.570964608286335,-0.820974674447654,-0.891526468780881,0.452968603175864,0.326411213838343,0.945227866432523,0.981063878073073,-0.193684452499996,0,0,0.3332857947082,0.649866766747983,0.0168474385438169,0,0,0,0,0,0,0,0,0,0.228102189781022,0.0520306089828973
"251",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99131969468393,0.131473430516432,0.260664401997197,-0.965429474136482,-0.922778808395759,-0.385330080289229,-0.503306193092508,0.864108139062888,0.790436024783683,0.612544603048764,0.711148864656673,-0.703041458448593,-0.603441663095126,-0.797407147723789,-0.869821955783987,0.493365751989454,0.37472471016426,0.927136123550534,0.968354642073129,-0.249578218551663,0,0,0.322929046516962,0.657794875002606,0.019276078480432,0,0,0,0,0,0,0,0,0,0.229014598540146,0.0524476863445042
"252",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992057115813684,0.125788230623677,0.249578218551664,-0.968354642073129,-0.929269110786037,-0.369403464708884,-0.483360452989691,0.875421425649156,0.807666998515972,0.589638889073813,0.686550458342612,-0.727082160522144,-0.634947063738389,-0.772555646054055,-0.846288193717314,0.532725344971201,0.422040874767571,0.906576803158686,0.952463743493078,-0.304651960983599,0,0,0.312735764475303,0.66539605095807,0.0218681845666271,0,0,0,0,0,0,0,0,0,0.22992700729927,0.0528664286855986
"253",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992761932700868,0.120098896664528,0.238459225535838,-0.971152510039926,-0.935484552928204,-0.353367586562094,-0.463160550842612,0.886274395513697,0.824234410658738,0.566248740648527,0.661139837468717,-0.750262697534562,-0.665430080616821,-0.746460185013434,-0.820974674447653,0.570964608286337,0.468233775435454,0.883604623992802,0.933443394069383,-0.358724727427914,0,0,0.302705948583224,0.672670294614374,0.024623756802402,0,0,0,0,0,0,0,0,0,0.230839416058394,0.0532868360061804
"254",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993434122181474,0.114405615620583,0.227308884653331,-0.973822710228951,-0.941423296411889,-0.337227188958679,-0.442717108224453,0.896661341915318,0.840124649787523,0.54239337460868,0.63494706373839,-0.772555646054054,-0.694841630360579,-0.719162783184622,-0.793934632698813,0.608003124170757,0.513180469527761,0.858280726624609,0.91135608778038,-0.411618854361216,0,0,0.292839598840725,0.679617605971519,0.0275427951877568,0,0,0,0,0,0,0,0,0,0.231751824817518,0.0537089083062497
"255",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9940736621638,0.108708574603161,0.216128661728742,-0.976364891615498,-0.94708358466896,-0.320987045923342,-0.422040874767571,0.906576803158686,0.855324660828452,0.518092390002685,0.608003124170757,-0.793934632698813,-0.723134354862708,-0.690707394500229,-0.76522493409816,0.643763000050846,0.556761331189491,0.830672510735793,0.886274395513697,-0.463160550842612,0,0,0.283136715247805,0.686237985029503,0.0306252997226914,0,0,0,0,0,0,0,0,0,0.232664233576642,0.0541326455858064
